run_name,date_time,grating_value[um],SAW_speed[m/s],SAW_freq[Hz],SAW_freq_error[Hz],A[Wm^-2],A_err[Wm^-2],alpha[m^2s^-1],alpha_err[m2s-1],beta[s^0.5],beta_err[s^0.5],B[Wm^-2],B_err[Wm^-2],theta,theta_err,tau[s],tau_err[s],C[Wm^-2],C_err[Wm^-2]
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-52.txt,2025_09_09_17:05:59,3.5217,2533.7536,7.194689e+08,5940.3627,0.12204107,0.0033954197,1.0673708e-05,8.5082787e-08,2.6634342e-06,1.3044321e-06,0.0072348311,0.00014473421,-2.0393355,0.013578892,3.3534715e-08,8.7884713e-10,5.2437639e-05,2.8030323e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-53.txt,2025_09_09_17:06:59,3.5217,2533.105,7.1928472e+08,5686.5939,0.12113728,0.0032244922,1.0704678e-05,8.025836e-08,2.1821332e-06,1.2638365e-06,0.0070207344,0.00013000246,-2.3257044,0.012576575,3.5337073e-08,8.6010863e-10,0.00019018915,2.5987332e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-54.txt,2025_09_09_17:08:00,3.5217,2534.1446,7.1957991e+08,5488.6456,0.12147561,0.0021591691,1.0697396e-05,5.516421e-08,3.0880487e-06,8.2249583e-07,0.0083747444,9.7897656e-05,-1.8995841,0.0079026052,3.1319957e-08,4.7676452e-10,0.00029691271,1.8070688e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-55.txt,2025_09_09_17:08:59,3.5217,2534.2524,7.1961052e+08,5321.9361,0.12412316,0.0022354568,1.0589263e-05,5.6066146e-08,3.5612628e-06,8.2742085e-07,0.0081186311,9.8568805e-05,-1.9579851,0.0082050872,3.3335314e-08,5.302029e-10,0.00022931021,1.9113339e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-56.txt,2025_09_09_17:10:00,3.5217,2533.6304,7.1943392e+08,5645.1676,0.11783168,0.0023259066,1.0571766e-05,6.1227902e-08,3.256539e-06,9.1330234e-07,0.0079267301,0.00010409623,-1.8496292,0.0088886816,3.2682572e-08,5.6149157e-10,0.00036852818,1.9954623e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-57.txt,2025_09_09_17:11:00,3.5217,2531.709,7.1888831e+08,5479.8598,0.11810114,0.0031389146,1.0611957e-05,8.1686397e-08,3.2466168e-06,1.2328635e-06,0.0075801671,0.00014310786,-1.9615805,0.01282114,3.0788142e-08,7.5509555e-10,0.00018096472,2.6227657e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-58.txt,2025_09_09_17:12:00,3.5217,2532.2853,7.1905195e+08,5533.1748,0.11751399,0.0034401222,1.054395e-05,8.8659963e-08,2.8758452e-06,1.3758503e-06,0.0066217298,0.0001456337,-2.1436045,0.014969779,3.3914823e-08,9.7712797e-10,0.00043540296,2.8626147e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-59.txt,2025_09_09_17:13:00,3.5217,2532.4157,7.19089e+08,5297.6053,0.11669637,0.0032287254,1.0564361e-05,8.3293412e-08,2.279372e-06,1.3160533e-06,0.0075417168,0.00014261639,-2.2190808,0.012858399,3.1789421e-08,7.8202982e-10,0.00027477305,2.6753913e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-60.txt,2025_09_09_17:14:00,3.5217,2531.3381,7.18783e+08,5484.6485,0.11078641,0.00013490842,1.0387255e-05,1.6387137e-08,7.520757e-11,NaN,0.013781958,8.0735898e-05,-2.6802868,0.0039413703,2.1558316e-08,1.5637066e-10,0.00035109419,1.0293713e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-61.txt,2025_09_09_17:15:01,3.5217,2532.5093,7.1911556e+08,5269.6585,0.11897808,0.0030713506,1.0604213e-05,7.9489624e-08,3.4365813e-06,1.1928147e-06,0.0075720591,0.00013783905,-2.0090223,0.012355829,3.1553118e-08,7.4787407e-10,0.00049638771,2.5703259e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-62.txt,2025_09_09_17:16:01,3.5217,2532.9069,7.1922848e+08,5347.1138,0.11731078,0.0034215792,1.053875e-05,8.8030525e-08,2.5615582e-06,1.3801353e-06,0.0071529764,0.00014967621,-2.1534708,0.014241214,3.2375661e-08,8.8325377e-10,0.00040662396,2.849967e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-63.txt,2025_09_09_17:17:01,3.5217,2534.2788,7.1961804e+08,5101.1658,0.11936573,0.0032281422,1.0523943e-05,8.1753618e-08,2.738418e-06,1.2754703e-06,0.0072560398,0.0001371781,-2.3297835,0.012841766,3.3923464e-08,8.3955302e-10,0.00039457745,2.6967986e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-64.txt,2025_09_09_17:18:01,3.5217,2533.0541,7.1927027e+08,5214.8118,0.11971466,0.0034922598,1.0539686e-05,8.8311784e-08,2.8447146e-06,1.3721016e-06,0.0069369708,0.00014768412,-2.2111705,0.01448117,3.4015599e-08,9.4873001e-10,0.00063475074,2.9084005e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-65.txt,2025_09_09_17:19:01,3.5217,2532.0834,7.1899464e+08,5100.3981,0.11169895,0.00013321732,1.0297085e-05,1.5989312e-08,9.4830069e-10,NaN,0.013826594,7.9910731e-05,-2.7038,0.0038873593,2.1740747e-08,1.5574926e-10,0.00030398504,1.0301672e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-66.txt,2025_09_09_17:20:01,3.5217,2533.7643,7.1947193e+08,5233.4115,0.11975643,0.0023547146,1.0585223e-05,6.1122697e-08,3.4328733e-06,9.0595103e-07,0.0075519857,0.00010220395,-1.88892,0.0091571353,3.4107825e-08,6.0632023e-10,0.00026158045,2.0149465e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-67.txt,2025_09_09_17:21:02,3.5217,2531.7278,7.1889366e+08,5286.6051,0.11900013,0.0021726627,1.059947e-05,5.6703364e-08,3.3264899e-06,8.4283009e-07,0.0079217132,9.8089926e-05,-1.8146514,0.0083819816,3.2089146e-08,5.1889795e-10,0.00018342338,1.8537432e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-68.txt,2025_09_09_17:22:02,3.5217,2532.3906,7.1908187e+08,5594.3122,0.11749966,0.0035466786,1.0536965e-05,9.0925202e-08,2.3810257e-06,1.4337914e-06,0.0071791162,0.00015798857,-2.1253427,0.014979854,3.1550584e-08,9.0289826e-10,0.00025795475,2.9551542e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-69.txt,2025_09_09_17:23:02,3.5217,2531.5751,7.188503e+08,5070.7597,0.11160878,0.00013382556,1.0313092e-05,1.6085865e-08,1.7107308e-09,NaN,0.013818328,8.0726019e-05,-2.6848767,0.0039303047,2.1539935e-08,1.5578515e-10,0.00026400679,1.0323762e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-70.txt,2025_09_09_17:24:02,3.5217,2532.2515,7.1904236e+08,5173.004,0.11509882,0.0032698733,1.0522905e-05,8.5396594e-08,2.2018705e-06,1.3550399e-06,0.0068418908,0.00014082159,-2.1822967,0.01400313,3.3230426e-08,8.9398027e-10,0.00038713366,2.7323165e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-71.txt,2025_09_09_17:25:02,3.5217,2532.8868,7.1922276e+08,5670.9954,0.11582848,0.0032148264,1.059151e-05,8.3764291e-08,2.4685502e-06,1.3139975e-06,0.0071391714,0.0001421251,-2.197756,0.013540741,3.1572519e-08,8.1717949e-10,0.00046719037,2.6494868e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-72.txt,2025_09_09_17:26:02,3.5217,2533.3352,7.1935008e+08,5666.9193,0.1109837,0.002077996,1.0499578e-05,5.4996292e-08,2.932492e-08,9.3412828e-07,0.0078393962,9.2455811e-05,-2.8667409,0.0079337901,3.2172898e-08,4.9228284e-10,0.00032678151,1.74379e-05
/Users/aliciae/projects/shortlab/TGS-Processing-Scripts/MATLAB/pi3/0909-during/data/V44_832864-09-09-2025-03.40um-470C-5MeV_Fe-irrad-POS-73.txt,2025_09_09_17:27:03,3.5217,2533.5043,7.1939812e+08,5343.4955,0.11429355,0.0032132893,1.0574938e-05,8.5855823e-08,2.7070094e-06,1.3205531e-06,0.007320212,0.00014625612,-1.9686883,0.013572293,3.1078586e-08,8.0750813e-10,0.00031873314,2.7047729e-05
